,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,ranks,# effective parameters,# effective parameters train,cr_train,cr_test
14,14,0.11,1.771506905555725,0.6858016304347828,1.7680240869522097,0.6887937898089174,"[15, 46, 15, 10]",50575,53241,0.8763275261324042,0.8825203252032521
15,15,0.11,1.7695289850234983,0.6875,1.766689658164978,0.6891918789808917,"[15, 46, 15, 10]",50575,53241,0.8763275261324042,0.8825203252032521
16,16,0.11,1.7678111791610718,0.6890984654731455,1.7649965286254885,0.6900875796178346,"[15, 46, 15, 10]",50575,53241,0.8763275261324042,0.8825203252032521
17,17,0.11,1.765698790550232,0.6903972186700763,1.7639371156692505,0.6909832802547772,"[15, 46, 15, 10]",50575,53241,0.8763275261324042,0.8825203252032521
18,18,0.11,1.766174077987671,0.6901974104859335,1.7653629779815674,0.6895899681528666,"[15, 46, 15, 10]",50575,53241,0.8763275261324042,0.8825203252032521
19,19,0.11,1.7666257619857788,0.6896579283887467,1.7641369104385376,0.6909832802547772,"[15, 46, 15, 10]",50575,53241,0.8763275261324042,0.8825203252032521
20,20,0.11,1.7659094333648682,0.690017583120205,1.7641311883926392,0.6898885350318473,"[15, 46, 14, 10]",49275,51912,0.8794146341463415,0.8855400696864112
21,21,0.11,1.7647864818572998,0.6904971227621484,1.7636158466339111,0.69078423566879,"[15, 46, 14, 10]",49275,51912,0.8794146341463415,0.8855400696864112
22,22,0.11,1.762465476989746,0.6921355498721228,1.7631100416183472,0.6915804140127391,"[15, 46, 14, 10]",49275,51912,0.8794146341463415,0.8855400696864112
23,23,0.11,1.7618650197982788,0.6922154731457804,1.7959033250808716,0.6625199044585987,"[15, 46, 14, 10]",49275,51912,0.8794146341463415,0.8855400696864112
24,24,0.11,1.7632020711898804,0.6911165281329926,1.7626975774765017,0.6909832802547772,"[15, 46, 14, 10]",49275,51912,0.8794146341463415,0.8855400696864112
25,25,0.11,1.735514998435974,0.7199688299232747,1.6752067804336548,0.7824442675159239,"[15, 46, 14, 10]",49275,51912,0.8794146341463415,0.8855400696864112
26,26,0.11,1.6698768138885498,0.7870843989769838,1.6709437370300293,0.7852308917197458,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
27,27,0.11,1.667142033576965,0.789162404092073,1.6698613166809082,0.7852308917197458,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
28,28,0.11,1.666751742362976,0.7892223465473164,1.6736927032470703,0.7834394904458604,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
29,29,0.11,1.6755818128585815,0.7818494245524311,1.6727488040924072,0.7832404458598733,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
30,30,0.11,1.667255163192749,0.7888027493606155,1.670024275779724,0.7850318471337585,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
31,31,0.11,1.665255427360535,0.7904012148337615,1.6688898801803589,0.7854299363057331,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
32,32,0.11,1.6639431715011597,0.7915001598465495,1.668703556060791,0.784932324840765,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
33,33,0.11,1.6629037857055664,0.7919796994884931,1.6685043573379517,0.7856289808917206,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
34,34,0.11,1.662514328956604,0.7921595268542223,1.6685130596160889,0.7845342356687905,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
35,35,0.11,1.6614933013916016,0.7932185102301811,1.667279839515686,0.7863256369426759,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
36,36,0.11,1.6258951425552368,0.8310022378516643,1.613348364830017,0.8457404458598731,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
37,37,0.11,1.5761812925338743,0.8824528452685447,1.5849874019622805,0.8732085987261153,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
38,38,0.11,1.5726666450500488,0.885929507672637,1.5849261283874512,0.8736066878980898,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
39,39,0.11,1.5708763599395752,0.887587915601026,1.5785578489303589,0.8796775477707012,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
40,40,0.11,1.570244312286377,0.8879475703324834,1.5786030292510986,0.8789808917197461,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
41,41,0.11,1.5690878629684448,0.8894061700767291,1.5780324935913086,0.8798765923566885,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
42,42,0.11,1.5769495964050293,0.8817335358056295,1.580945611000061,0.8769904458598733,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
43,43,0.11,1.5733847618103027,0.8851302749360643,1.5806349515914917,0.877089968152867,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
44,44,0.11,1.5715181827545166,0.886828644501282,1.580248475074768,0.8775875796178351,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
45,45,0.11,1.5763051509857178,0.8827725383631742,1.596291184425354,0.8639530254777078,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
46,46,0.11,1.6084247827529907,0.8516823849104891,1.6906949281692505,0.7678144904458606,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
47,47,0.11,1.6711899042129517,0.787783727621486,1.6795395612716677,0.778463375796179,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
48,48,0.11,1.6170601844787598,0.8429907289002592,1.5833721160888672,0.8773885350318475,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
49,49,0.11,1.5727967023849487,0.8883072250639416,1.5890045166015625,0.8723128980891722,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
50,50,0.11,1.5707900524139404,0.8903452685422024,1.5799349546432495,0.8803742038216563,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
51,51,0.11,1.5695558786392212,0.8916440217391325,1.5817581415176392,0.8788813694267522,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
52,52,0.11,1.5700716972351074,0.8910445971867034,1.5816950798034668,0.8787818471337585,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
53,53,0.11,1.5708776712417605,0.8904251918158591,1.5819311141967771,0.8789808917197456,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
54,54,0.11,1.5707379579544067,0.8904052109974449,1.5796316862106323,0.8814689490445865,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
55,55,0.11,1.573133945465088,0.8878276854219972,1.6114060878753662,0.8491242038216564,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
56,56,0.11,1.571350336074829,0.8897258631713589,1.5802085399627686,0.8803742038216568,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
57,57,0.11,1.569347620010376,0.8916240409207191,1.584847927093506,0.8751990445859883,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
58,58,0.11,1.568450093269348,0.8925631393861916,1.5792609453201294,0.8814689490445867,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
59,59,0.11,1.567777156829834,0.8931625639386217,1.5795834064483645,0.8809713375796188,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
60,60,0.11,1.5675690174102783,0.8933623721227653,1.5785531997680664,0.8817675159235673,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
61,61,0.11,1.5802167654037476,0.880894341432228,1.6299238204956057,0.8308121019108287,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
62,62,0.11,1.579170823097229,0.8816935741688012,1.58376145362854,0.8770899681528669,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
63,63,0.11,1.5756733417510986,0.8851702365728932,1.5832233428955078,0.8766918789808925,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
64,64,0.11,1.5694056749343872,0.8913043478260908,1.57937753200531,0.880573248407644,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
65,65,0.11,1.5677844285964966,0.892922794117651,1.578997015953064,0.8814689490445868,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
66,66,0.11,1.567333102226257,0.8934023337595943,1.5873767137527466,0.8722133757961794,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
67,67,0.11,1.5697380304336548,0.8910845588235327,1.5924514532089231,0.8683320063694276,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
68,68,0.11,1.5918607711791992,0.8691256393861925,1.587399959564209,0.873109076433122,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
69,69,0.11,1.5757867097854614,0.8852301790281365,1.5839442014694214,0.876293789808918,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
70,70,0.11,1.571790337562561,0.8892063618925858,1.5902087688446045,0.8707205414012748,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
71,71,0.11,1.571830987930298,0.8888666879795433,1.5843074321746826,0.8757961783439497,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
72,72,0.11,1.5721076726913452,0.8885869565217428,1.5898356437683103,0.8710191082802555,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
73,73,0.11,1.5704830884933472,0.890505115089517,1.5813928842544556,0.8789808917197458,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
74,74,0.11,1.5682413578033447,0.8927429667519209,1.5797752141952517,0.8800756369426757,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
75,75,0.11,1.5668679475784302,0.8941216432225094,1.5788298845291138,0.8808718152866245,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
76,76,0.11,1.5662875175476074,0.8947610294117673,1.578052997589111,0.8819665605095541,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
77,77,0.11,1.5655263662338257,0.8953604539641968,1.577369213104248,0.8834593949044588,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
78,78,0.11,1.5650173425674438,0.8958799552429689,1.5776928663253784,0.8829617834394907,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
79,79,0.11,1.564595103263855,0.8963594948849127,1.5780702829360962,0.8817675159235668,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
80,80,0.11,1.5106295347213743,0.9515065537084388,1.4849661588668823,0.9768113057324844,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
81,81,0.11,1.4764628410339355,0.9858535805626572,1.483486294746399,0.9780055732484078,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
82,82,0.11,1.4745758771896362,0.987771739130432,1.4826600551605225,0.9791003184713376,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
83,83,0.11,1.4736002683639526,0.9887308184143194,1.4825942516326904,0.9791998407643316,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
84,84,0.11,1.4727301597595217,0.9897898017902792,1.4823904037475586,0.9791003184713378,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
85,85,0.11,1.472675323486328,0.9897698209718644,1.482290744781494,0.9794984076433124,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
86,86,0.11,1.471629977226257,0.9907688618925808,1.4820221662521362,0.9794984076433124,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
87,87,0.11,1.4715076684951782,0.9908088235294096,1.4824146032333374,0.9791003184713382,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
88,88,0.11,1.4709248542785645,0.991268382352938,1.4826661348342896,0.9788017515923572,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
89,89,0.11,1.470385193824768,0.9918478260869544,1.482034683227539,0.9799960191082808,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
90,90,0.11,1.4703655242919922,0.991628037084396,1.482197642326355,0.979199840764332,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
91,91,0.11,1.47002112865448,0.9919876918158536,1.4827704429626465,0.97860270700637,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
92,92,0.11,1.4694262742996216,0.9925671355498688,1.482371211051941,0.9791003184713382,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
93,93,0.11,1.4693423509597778,0.9927869245524262,1.4824846982955933,0.97860270700637,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
94,94,0.11,1.4689311981201172,0.9930666560102268,1.4821661710739136,0.979896496815287,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
95,95,0.11,1.4687933921813965,0.9931265984654698,1.4815211296081543,0.9797969745222934,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
96,96,0.11,1.46861469745636,0.9932664641943704,1.4813728332519531,0.9799960191082806,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
97,97,0.11,1.4684349298477173,0.993466272378513,1.4808828830718994,0.9808917197452234,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
98,98,0.11,1.4680923223495483,0.9937060421994848,1.4806997776031494,0.9806926751592362,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
99,99,0.11,1.468163013458252,0.9936261189258274,1.4805995225906372,0.9813893312101916,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
100,100,0.11,1.4678504467010498,0.993925831202042,1.481011152267456,0.9805931528662426,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
101,101,0.11,1.4677678346633911,0.9939458120204564,1.4813786745071411,0.9803941082802552,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
102,102,0.11,1.4678354263305664,0.9939258312020416,1.481309175491333,0.9805931528662424,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
103,103,0.11,1.46769118309021,0.9939657928388704,1.4811004400253296,0.9805931528662424,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
104,104,0.11,1.4675432443618774,0.9941056585677708,1.4807872772216797,0.9811902866242044,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
105,105,0.11,1.4674351215362549,0.9941656010230138,1.480765461921692,0.98079219745223,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
106,106,0.11,1.467573165893555,0.9940856777493564,1.4809194803237915,0.980493630573249,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
107,107,0.11,1.4674136638641355,0.994185581841428,1.4809625148773191,0.980493630573249,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
108,108,0.11,1.46723210811615,0.9943853900255712,1.480931282043457,0.9805931528662426,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
109,109,0.11,1.4671630859375,0.9944253516623998,1.481008768081665,0.98079219745223,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
110,110,0.11,1.4671590328216553,0.994385390025571,1.4811115264892578,0.980195063694268,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
111,111,0.11,1.4671117067337036,0.994445332480814,1.481095790863037,0.9805931528662424,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
112,112,0.11,1.467205286026001,0.9943454283887424,1.4810618162155151,0.9804936305732488,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
113,113,0.11,1.4672634601593018,0.994305466751914,1.4808634519577026,0.9805931528662424,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
114,114,0.11,1.4672106504440308,0.994365409207157,1.4811030626296997,0.9803941082802552,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
115,115,0.11,1.4670782089233398,0.9944653132992284,1.4813086986541748,0.9800955414012744,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
116,116,0.11,1.4669688940048218,0.9945052749360568,1.4811713695526123,0.9799960191082806,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
117,117,0.11,1.4669418334960938,0.994585198209714,1.481035590171814,0.9803941082802552,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
118,118,0.11,1.4669616222381592,0.9944852941176427,1.4811099767684937,0.9799960191082808,"[15, 46, 13, 10]",47975,50585,0.8824970963995354,0.8885598141695703
