,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,test_accuracy,ranks,# effective parameters,cr_test,# effective parameters train,cr_train
0,0,0.11,2.279721260070801,0.2013665437698364,2.2257330417633057,0.2465167194604873,0.2514927983283996,"[15, 46, 67, 10]",118175,0.7254936120789779,125105,0.7093960511033681
1,1,0.11,1.8845672607421875,0.3088634610176086,1.639237642288208,0.4036625027656555,0.4067476093769073,"[15, 46, 55, 10]",102575,0.7617305458768874,108041,0.7490336817653891
2,2,0.11,1.3680814504623413,0.5096505284309387,1.09211266040802,0.5938494801521301,0.6006168127059937,"[15, 46, 40, 10]",83075,0.8070267131242741,87116,0.7976399535423926
3,3,0.11,0.7949320077896118,0.7393500804901123,0.6041021943092346,0.8241440057754517,0.826532781124115,"[15, 46, 25, 10]",63575,0.8523228803716608,66641,0.8452009291521487
4,4,0.11,0.8827607035636902,0.725382924079895,0.6001989841461182,0.8228501081466675,0.8257363438606262,"[15, 46, 15, 10]",50575,0.8825203252032521,53241,0.8763275261324042
5,5,0.11,0.4768095314502716,0.8596537709236145,0.4221763908863067,0.8771892786026001,0.8809713125228882,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
6,6,0.11,0.5330798029899597,0.8396528959274292,0.4968393445014953,0.8535031080245972,0.8541005849838257,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
7,7,0.11,0.4758186638355255,0.8530396223068237,0.450333297252655,0.8541003465652466,0.8537021279335022,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
8,8,0.11,0.3920868337154388,0.8815128207206726,0.4475816786289215,0.8642517328262329,0.8673366904258728,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
9,9,0.11,0.3309030830860138,0.8985563516616821,0.6282856464385986,0.7716954350471497,0.7712976932525635,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
10,10,0.11,0.33460733294487,0.895479679107666,0.4439703822135925,0.8542994260787964,0.8571855425834656,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
11,11,0.11,0.2805872857570648,0.9146018028259276,0.3384889364242553,0.8920183777809143,0.8950037956237793,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
12,12,0.11,0.2474951595067978,0.925532042980194,0.2758576273918152,0.917396366596222,0.9177944660186768,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
13,13,0.11,0.2420441657304763,0.9255918264389038,0.2441730797290802,0.9276469945907592,0.9288410544395448,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
14,14,0.11,0.2817446589469909,0.925171673297882,0.3280342221260071,0.905354142189026,0.907145619392395,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
15,15,0.11,0.2271247208118438,0.9312267899513244,0.2714691162109375,0.9199840426445008,0.921675741672516,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
16,16,0.11,0.3416472375392914,0.9175595641136168,0.3245607018470764,0.8941081762313843,0.9009752869606018,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
17,17,0.11,0.2125038057565689,0.9370214939117432,2.2223737239837646,0.5358279347419739,0.5349321365356445,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
18,18,0.11,0.2764012217521667,0.918038249015808,7.306393146514893,0.2183519303798675,0.2153662145137787,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
19,19,0.11,0.2987952828407287,0.9156423211097716,0.2997331023216247,0.9107283353805542,0.911624312400818,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
20,20,0.11,0.2067220211029052,0.9374204874038696,0.2356656193733215,0.9285426735877992,0.932722806930542,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
21,21,0.11,0.1926896423101425,0.9414168000221252,0.2652406692504883,0.9186901450157166,0.922471821308136,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
22,22,0.11,0.1947906613349914,0.9405776858329772,0.2047600299119949,0.939689576625824,0.9379974007606506,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
23,23,0.11,0.2910171449184418,0.926910638809204,0.2503517866134643,0.9226711392402648,0.9185906648635864,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
24,24,0.11,0.2282606810331344,0.9315066337585448,0.3217937052249908,0.901871144771576,0.910429835319519,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
25,25,0.11,0.2950126826763153,0.9154410362243652,2.5115487575531006,0.5131369233131409,0.5146296620368958,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
26,26,0.11,0.3244022727012634,0.9101868867874146,0.580009937286377,0.8140925168991089,0.8209594488143921,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
27,27,0.11,0.2316918969154358,0.9292680621147156,0.2305428385734558,0.932125687599182,0.9335191249847412,"[15, 46, 7, 10]",40175,0.906678281068525,42665,0.9008943089430894
