,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,test_accuracy,ranks,# effective parameters,cr_test,# effective parameters train,cr_train
0,0,0.15,2.0944957733154297,0.3321410119533539,1.4379926919937134,0.6046973466873169,0.6047969460487366,"[12, 31, 63, 10]",104590,0.7570499419279907,109764,0.7450313588850175
1,1,0.15,0.9129769206047058,0.7235645055770874,0.6166240572929382,0.816879153251648,0.8104101419448853,"[12, 31, 40, 10]",74690,0.8265040650406504,77495,0.8199883855981417
2,2,0.15,0.5400679707527161,0.8385537266731262,0.580461323261261,0.8182719945907593,0.819167971611023,"[12, 31, 27, 10]",57790,0.8657607433217189,59724,0.8612682926829268
3,3,0.15,0.4295085966587066,0.8723216652870178,0.4552895128726959,0.8599720001220703,0.8547965884208679,"[12, 31, 19, 10]",47390,0.8899186991869918,48956,0.8862810685249709
4,4,0.15,0.3861594498157501,0.8875671625137329,0.4222872257232666,0.882862389087677,0.8797770142555237,"[12, 31, 12, 10]",38290,0.9110569105691056,39639,0.9079233449477352
5,5,0.15,0.3461750149726867,0.8960387706756592,0.4143506586551666,0.8620622158050537,0.8596738576889038,"[12, 31, 9, 10]",34390,0.920116144018583,35676,0.9171289198606272
6,6,0.15,0.2968429923057556,0.911004900932312,0.286251962184906,0.9156049489974976,0.9127184748649596,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
7,7,0.15,0.2827745974063873,0.9146618843078612,0.2964491844177246,0.9090365171432496,0.9025678038597108,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
8,8,0.15,0.239385724067688,0.929008722305298,0.2440074831247329,0.9286423325538636,0.9228700995445251,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
9,9,0.15,0.2230721265077591,0.9330648183822632,0.2349372655153274,0.9281449913978576,0.9247610569000244,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
10,10,0.15,0.2096859365701675,0.937440812587738,0.4526601135730743,0.8461382985115051,0.8436504602432251,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
11,11,0.15,0.198128268122673,0.940138816833496,0.4064559042453766,0.8722135424613953,0.8681330680847168,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
12,12,0.15,0.1906042993068695,0.9417774677276612,0.1801012754440307,0.947949767112732,0.9449641704559326,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
13,13,0.15,0.1832180172204971,0.9447144865989684,0.2461853623390197,0.9185908436775208,0.9174959063529968,"[12, 31, 8, 10]",33090,0.9231358885017422,34359,0.9201881533101045
