,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,test_accuracy,ranks,# effective parameters,cr_test,# effective parameters train,cr_train
0,0,0.15,2.279893636703491,0.2118364721536636,2.25210952758789,0.25,0.2535828351974487,"[13, 31, 145, 10]",211235,0.5093263646922184,233490,0.45763066202090597
1,1,0.15,1.8943884372711184,0.3123400211334228,1.6218571662902832,0.3927149772644043,0.3941083252429962,"[13, 31, 135, 10]",198235,0.5395238095238095,217690,0.4943321718931475
2,2,0.15,1.5278329849243164,0.4593788981437683,1.4906448125839231,0.4670579135417938,0.4680531919002533,"[13, 31, 122, 10]",181335,0.5787804878048781,197449,0.5413495934959349
3,3,0.15,1.1374784708023071,0.6093947887420654,0.7108734250068665,0.7788614630699158,0.7782645225524902,"[13, 31, 107, 10]",161835,0.6240766550522647,174514,0.5946248548199768
4,4,0.15,0.5750316977500916,0.8214704394340515,0.5104654431343079,0.8417595028877258,0.846038818359375,"[13, 31, 93, 10]",143635,0.6663530778164924,153514,0.6434053426248548
5,5,0.15,0.5580979585647583,0.8169949650764465,0.8455885052680969,0.7016323208808899,0.7049163579940796,"[13, 31, 83, 10]",130635,0.6965505226480837,138754,0.6776910569105691
6,6,0.15,0.630620539188385,0.7935974597930908,0.6172429919242859,0.7805534601211548,0.7845341563224792,"[13, 31, 73, 10]",117635,0.7267479674796749,124194,0.7115121951219512
7,7,0.15,0.5274252891540527,0.8414311408996582,1.6549625396728516,0.3423567116260528,0.3408638536930084,"[13, 31, 65, 10]",107235,0.7509059233449478,112690,0.7382346109175377
8,8,0.15,0.7084386944770813,0.770780086517334,1.0240225791931152,0.6699843406677246,0.6776474714279175,"[13, 31, 59, 10]",99435,0.7690243902439025,104146,0.7580813008130081
9,9,0.15,0.6567152142524719,0.7931782007217407,0.5354407429695129,0.84195876121521,0.8445460796356201,"[13, 31, 48, 10]",85135,0.8022415795586527,88669,0.7940325203252032
10,10,0.15,0.4009649753570556,0.8816727995872498,0.3233122527599334,0.9064488410949708,0.9106287360191344,"[13, 31, 40, 10]",74735,0.8263995354239256,77565,0.8198257839721255
11,11,0.15,0.3015452921390533,0.9113452434539796,0.3619507551193237,0.8941081762313843,0.8967953324317932,"[13, 31, 33, 10]",65635,0.8475377468060394,67954,0.8421509872241579
12,12,0.15,0.3736656308174133,0.8859887719154358,0.3342085182666778,0.8998801708221436,0.904956042766571,"[13, 31, 29, 10]",60435,0.8596167247386759,62506,0.8548060394889663
13,13,0.15,0.3049876093864441,0.909626305103302,0.3498256802558899,0.8899282217025757,0.8954021334648132,"[13, 31, 23, 10]",52635,0.8777351916376307,54394,0.8736492450638792
14,14,0.15,0.2782095074653625,0.9179186820983888,0.2600541114807129,0.9237660765647888,0.9261541366577148,"[13, 31, 18, 10]",46135,0.8928339140534263,47689,0.8892241579558653
15,15,0.15,0.2516557872295379,0.9249328374862672,0.2528340220451355,0.9249600172042848,0.9285428524017334,"[13, 31, 15, 10]",42235,0.9018931475029036,43690,0.898513356562137
16,16,0.15,0.2584855556488037,0.9225741028785706,0.3587757349014282,0.8900280594825745,0.8868429660797119,"[13, 31, 14, 10]",40935,0.9049128919860627,42361,0.9016004645760743
17,17,0.15,0.3546253740787506,0.8956395387649536,0.4695844650268554,0.8568869233131409,0.8610666990280151,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
18,18,0.15,0.2746826410293579,0.9167000651359558,0.2222994118928909,0.933618426322937,0.938395619392395,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
19,19,0.15,0.207926720380783,0.936961591243744,0.2585334777832031,0.919386863708496,0.9220738410949708,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
20,20,0.15,0.238564595580101,0.9323461055755616,0.398542195558548,0.863355815410614,0.8662418127059937,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
21,21,0.15,0.2200359553098678,0.9329853057861328,0.4449306130409241,0.8563894629478455,0.8591757416725159,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
22,22,0.15,0.2854692339897156,0.9300075173377992,0.2135187089443206,0.9367037415504456,0.9385946393013,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
23,23,0.15,0.1741042733192443,0.9467726349830629,0.4220946729183197,0.8589766025543213,0.855394184589386,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
24,24,0.15,0.1955986469984054,0.9443345069885254,0.2362348139286041,0.9275474548339844,0.9301353096961976,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
25,25,0.15,0.17167629301548,0.947112202644348,0.1770439594984054,0.9473525285720824,0.9511346220970154,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
26,26,0.15,0.1739259362220764,0.9464723467826844,0.2033930718898773,0.936405062675476,0.9386942386627196,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
27,27,0.15,0.1746715903282165,0.946992576122284,0.2107813656330108,0.9355092644691468,0.9403862953186036,"[13, 31, 12, 10]",38335,0.910952380952381,39709,0.907760743321719
