,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,ranks,# effective parameters,# effective parameters train,cr_train,cr_test
15,15,0.3,1.5916075706481934,0.8707640664961668,1.6009650230407717,0.8617635350318475,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
16,16,0.3,1.5901832580566406,0.8724824168797966,1.5921608209609983,0.8693272292993631,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
17,17,0.3,1.590509057044983,0.8721627237851676,1.5925586223602295,0.8690286624203827,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
18,18,0.3,1.5919471979141235,0.8703444693094651,1.590869426727295,0.8709195859872617,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
19,19,0.3,1.5956085920333862,0.8667878836317162,1.6031144857406616,0.8583797770700644,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
20,20,0.3,1.7581356763839722,0.7033248081841447,1.888290524482727,0.5724522292993631,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
21,21,0.3,1.8120229244232176,0.648117806905372,1.8005479574203491,0.6587380573248407,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
22,22,0.3,1.7703922986984253,0.6899776214833768,2.149068117141724,0.3070262738853506,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
23,23,0.3,1.9397084712982176,0.5195412404092056,1.8889082670211792,0.5702627388535033,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
24,24,0.3,1.8843297958374023,0.5744085677749348,1.877410650253296,0.5811106687898084,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
25,25,0.3,1.878755569458008,0.5798833120204596,1.880311369895935,0.5783240445859871,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
26,26,0.3,1.8746086359024048,0.5836397058823525,1.878250241279602,0.5808121019108278,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
27,27,0.3,1.871511459350586,0.586856617647058,1.874146819114685,0.5840963375796175,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
28,28,0.3,1.86098313331604,0.5974464514066495,1.8081817626953125,0.6510748407643314,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
29,29,0.3,1.7862170934677124,0.6734135230179036,1.781694412231445,0.67764729299363,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
30,30,0.3,1.764298677444458,0.6957320971867029,1.7043142318725586,0.7562699044585993,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
31,31,0.3,1.6628795862197876,0.7979339833759608,1.6118285655975342,0.8481289808917204,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
32,32,0.3,1.610616683959961,0.8511628836317162,1.6057376861572266,0.8563893312101918,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
33,33,0.3,1.6028507947921753,0.858535805626601,1.6029949188232422,0.8580812101910832,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
34,34,0.3,1.598538160324097,0.8631114130434807,1.5997051000595093,0.8608678343949047,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
35,35,0.3,1.596005916595459,0.8653292838874714,1.5971819162368774,0.8632563694267522,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
36,36,0.3,1.6035128831863403,0.8578764386189272,1.608142375946045,0.8524084394904463,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
37,37,0.3,1.6027816534042358,0.858675671355501,1.594152808189392,0.8663415605095546,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
38,38,0.3,1.5972048044204712,0.8644101662404122,1.594563364982605,0.867535828025478,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
39,39,0.3,1.5969116687774658,0.8650895140664996,1.592711329460144,0.8676353503184718,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
40,40,0.3,1.594293475151062,0.8680067135549898,1.590597152709961,0.8705214968152869,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
41,41,0.3,1.5917783975601196,0.8702845268542231,1.59059476852417,0.8712181528662425,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
42,42,0.3,1.59065580368042,0.8712635869565243,1.5898728370666504,0.8718152866242043,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
43,43,0.3,1.5896060466766355,0.8720828005115125,1.590362787246704,0.8703224522292999,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
44,44,0.3,1.5880409479141235,0.8739609974424586,1.7205138206481934,0.738953025477707,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
45,45,0.3,1.588032603263855,0.8735214194373426,1.5983140468597412,0.8628582802547781,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
46,46,0.3,1.586201310157776,0.875339673913047,1.593082308769226,0.8667396496815295,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
47,47,0.3,1.5673855543136597,0.8956401854219982,1.539829969406128,0.9247611464968156,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
48,48,0.3,1.5284245014190674,0.9360014386189288,1.5266605615615845,0.936703821656052,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
49,49,0.3,1.5212064981460571,0.9426950127877272,1.5268404483795166,0.9341162420382172,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
50,50,0.3,1.5195244550704956,0.9440537084399006,1.5389657020568848,0.9234673566878984,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
51,51,0.3,1.5187759399414062,0.944932864450132,1.5385626554489136,0.9232683121019112,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
52,52,0.3,1.5144773721694946,0.9488890664961684,1.5179916620254517,0.9440684713375804,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
53,53,0.3,1.5105812549591064,0.9522458439897732,1.5117324590682983,0.9503383757961784,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
54,54,0.3,1.5089880228042605,0.9541040601023056,1.5124480724334717,0.948945063694268,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
55,55,0.3,1.5083632469177246,0.9545436381074208,1.5109037160873413,0.9503383757961787,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
56,56,0.3,1.5072003602981567,0.9557424872122804,1.5104830265045166,0.9507364649681538,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
57,57,0.3,1.5060269832611084,0.9569013746803108,1.51004159450531,0.9508359872611466,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
58,58,0.3,1.5054175853729248,0.9572410485933536,1.5084850788116455,0.9533240445859876,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
59,59,0.3,1.5042994022369385,0.9587595907928428,1.5095562934875488,0.952428343949045,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
60,60,0.3,1.5035486221313477,0.9593789961636862,1.509043574333191,0.9522292993630574,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
61,61,0.3,1.5033009052276611,0.9599584398977012,1.5097339153289795,0.9520302547770704,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
62,62,0.3,1.5026532411575315,0.9601382672634318,1.5103212594985962,0.9515326433121024,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
63,63,0.3,1.5019155740737915,0.9610174232736608,1.511440992355347,0.9493431528662424,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
64,64,0.3,1.5020172595977783,0.9609774616368324,1.5081264972686768,0.953224522292994,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
65,65,0.3,1.5008010864257812,0.962196291560106,1.510728359222412,0.9510350318471342,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
66,66,0.3,1.5009713172912598,0.9617567135549914,1.509481430053711,0.951632165605096,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
67,67,0.3,1.5001530647277832,0.9630354859335076,1.5110628604888916,0.9499402866242042,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
68,68,0.3,1.500349760055542,0.9624560421994924,1.511054754257202,0.9501393312101916,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
69,69,0.3,1.4998464584350586,0.9629555626598488,1.512442111968994,0.9489450636942676,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
70,70,0.3,1.499356389045715,0.9636548913043512,1.5086586475372314,0.95203025477707,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
71,71,0.3,1.5001468658447266,0.9624760230179064,1.5135629177093506,0.9480493630573248,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
72,72,0.3,1.4994711875915527,0.9633751598465504,1.5087019205093384,0.953423566878981,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
73,73,0.3,1.498827576637268,0.9639745843989808,1.5090837478637695,0.9527269108280254,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
74,74,0.3,1.4990215301513672,0.9635549872122794,1.5089901685714722,0.952627388535032,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
75,75,0.3,1.498192310333252,0.9646539322250676,1.5090683698654177,0.9522292993630576,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
76,76,0.3,1.4976110458374023,0.9653932225063984,1.5074552297592163,0.9530254777070066,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
77,77,0.3,1.4972999095916748,0.9654931265984692,1.5088372230529783,0.953423566878981,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
78,78,0.3,1.4972927570343018,0.9656929347826124,1.5071690082550049,0.9536226114649684,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
79,79,0.3,1.497244119644165,0.96563299232737,1.507944941520691,0.953125,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
80,80,0.3,1.4970110654830933,0.9660326086956554,1.5072001218795776,0.9540207006369434,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
81,81,0.3,1.4975682497024536,0.964953644501282,1.5086501836776731,0.9527269108280256,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
82,82,0.3,1.4960836172103882,0.9666919757033272,1.5074498653411863,0.9535230891719751,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
83,83,0.3,1.496527075767517,0.9659327046035844,1.509565830230713,0.9517316878980896,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
84,84,0.3,1.4960349798202517,0.9664721867007704,1.507908582687378,0.9528264331210194,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
85,85,0.3,1.4948962926864624,0.9678308823529442,1.506222367286682,0.9553144904458604,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
86,86,0.3,1.495880126953125,0.9669117647058852,1.507643222808838,0.953722133757962,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
87,87,0.3,1.4959723949432373,0.9663922634271132,1.5104764699935913,0.950537420382166,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
88,88,0.3,1.4949764013290403,0.9677109974424584,1.5075812339782717,0.953722133757962,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
89,89,0.3,1.4948039054870603,0.9678708439897732,1.5114028453826904,0.9501393312101918,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
90,90,0.3,1.4950004816055298,0.9675711317135588,1.508096694946289,0.952726910828026,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
91,91,0.3,1.4950116872787476,0.9678708439897729,1.508764624595642,0.9521297770700636,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
92,92,0.3,1.4950146675109863,0.9674712276214864,1.510708570480347,0.9501393312101908,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
93,93,0.3,1.4970744848251345,0.9651334718670108,1.506164789199829,0.9550159235668794,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
94,94,0.3,1.4973520040512085,0.965093510230183,1.508451223373413,0.9521297770700634,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
95,95,0.3,1.4959779977798462,0.966072570332484,1.5131624937057495,0.9486464968152868,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
96,96,0.3,1.4960777759552002,0.9665321291560132,1.5072097778320312,0.9540207006369428,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
97,97,0.3,1.4953224658966064,0.9671115728900288,1.5054014921188354,0.9550159235668793,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
98,98,0.3,1.496209979057312,0.966132512787727,1.5078035593032837,0.953423566878981,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
99,99,0.3,1.496456265449524,0.96591272378517,1.5083848237991333,0.9521297770700646,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
100,100,0.3,1.4957107305526731,0.9666520140665004,1.506170630455017,0.9546178343949048,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
101,101,0.3,1.4956554174423218,0.9666719948849136,1.509367823600769,0.9513335987261146,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
102,102,0.3,1.4959825277328491,0.9663523017902844,1.508276343345642,0.9531250000000008,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
103,103,0.3,1.4946715831756592,0.9676910166240434,1.5087069272994995,0.9521297770700644,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
104,104,0.3,1.496179223060608,0.9660126278772416,1.5085119009017944,0.9523288216560511,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
105,105,0.3,1.4957985877990725,0.9667319373401574,1.507959246635437,0.9533240445859872,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
106,106,0.3,1.4982255697250366,0.963435102301794,1.5073916912078855,0.954120222929937,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
107,107,0.3,1.4958992004394531,0.9663523017902844,1.5077229738235474,0.9535230891719748,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
108,108,0.3,1.4955908060073853,0.9669117647058856,1.5085924863815308,0.9531250000000002,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
109,109,0.3,1.495722413063049,0.9667519181585704,1.510928988456726,0.9501393312101912,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
110,110,0.3,1.4967777729034424,0.9652333759590828,1.543640375137329,0.918093152866242,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
111,111,0.3,1.495808720588684,0.966272378516628,1.5074201822280884,0.9538216560509556,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
112,112,0.3,1.4959261417388916,0.9665920716112568,1.507351279258728,0.9537221337579624,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
113,113,0.3,1.494847059249878,0.9676710358056312,1.5073083639144895,0.9536226114649689,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
114,114,0.3,1.4965680837631226,0.9656130115089544,1.5151355266571045,0.9464570063694272,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
115,115,0.3,1.4962420463562012,0.9661325127877268,1.5083258152008057,0.953025477707007,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
116,116,0.3,1.4959521293640137,0.9664122442455284,1.5087676048278809,0.9517316878980896,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
117,117,0.3,1.4963805675506592,0.9658328005115118,1.508840560913086,0.9518312101910834,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
118,118,0.3,1.4960205554962158,0.966312340153456,1.509299397468567,0.9513335987261148,"[6, 9, 4, 10]",15520,15753,0.9634076655052265,0.9639488966318235
