,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,ranks,# effective parameters,forward time,opt step time
100,100,0.11,1.4678504467010498,0.993925831202042,1.481011152267456,0.9805931528662426,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.006862640380859375,0.05876564979553223
101,101,0.11,1.4677678346633911,0.9939458120204563,1.4813786745071411,0.9803941082802551,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005989551544189453,0.057526588439941406
102,102,0.11,1.4678354263305664,0.9939258312020417,1.481309175491333,0.9805931528662423,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005744218826293945,0.05770993232727051
103,103,0.11,1.46769118309021,0.9939657928388704,1.4811004400253296,0.9805931528662424,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005487203598022461,0.05488324165344238
104,104,0.11,1.4675432443618774,0.9941056585677707,1.4807872772216797,0.9811902866242043,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005401611328125,0.054776668548583984
105,105,0.11,1.4674351215362549,0.9941656010230138,1.480765461921692,0.9807921974522299,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005574226379394531,0.05512523651123047
106,106,0.11,1.4675731658935547,0.9940856777493564,1.4809194803237915,0.980493630573249,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005516767501831055,0.06257033348083496
107,107,0.11,1.4674136638641357,0.994185581841428,1.4809625148773193,0.980493630573249,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005601644515991211,0.0577998161315918
108,108,0.11,1.46723210811615,0.9943853900255711,1.480931282043457,0.9805931528662426,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005651950836181641,0.05515313148498535
109,109,0.11,1.4671630859375,0.9944253516623998,1.481008768081665,0.9807921974522299,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005800724029541016,0.05918264389038086
110,110,0.11,1.4671590328216553,0.994385390025571,1.4811115264892578,0.9801950636942681,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.0054514408111572266,0.055702924728393555
111,111,0.11,1.4671117067337036,0.9944453324808141,1.481095790863037,0.9805931528662424,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.00669097900390625,0.05700969696044922
112,112,0.11,1.467205286026001,0.9943454283887425,1.4810618162155151,0.9804936305732489,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.00578618049621582,0.056992530822753906
113,113,0.11,1.4672634601593018,0.9943054667519139,1.4808634519577026,0.9805931528662424,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005469322204589844,0.059404850006103516
114,114,0.11,1.4672106504440308,0.994365409207157,1.4811030626296997,0.9803941082802553,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005587100982666016,0.06096243858337402
115,115,0.11,1.4670782089233398,0.9944653132992285,1.4813086986541748,0.9800955414012743,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005666494369506836,0.058237314224243164
116,116,0.11,1.4669688940048218,0.9945052749360568,1.4811713695526123,0.9799960191082806,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005637407302856445,0.056566715240478516
117,117,0.11,1.4669418334960938,0.994585198209714,1.481035590171814,0.9803941082802552,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005510091781616211,0.05597567558288574
118,118,0.11,1.4669616222381592,0.9944852941176427,1.4811099767684937,0.9799960191082807,"[15, 46, 13, 10]","[675, 25300, 16900, 5100]",0.005663633346557617,0.058487892150878906
