,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,test_accuracy,ranks,# effective parameters,cr_test,# effective parameters train,cr_train
0,0,0.3,2.2882800102233887,0.1314736455678939,2.2518179416656494,0.2148686498403549,0.2141719758510589,"[7, 10, 46, 10]",70715,0.8357375145180024,73080,0.8302439024390245
1,1,0.3,1.81960129737854,0.3914438486099243,1.395566463470459,0.5407044887542725,0.5503580570220947,"[7, 10, 28, 10]",47315,0.8900929152148664,48348,0.8876933797909408
2,2,0.3,1.055251121520996,0.6699765920639038,0.8390962481498718,0.7361664175987244,0.7421374917030334,"[7, 10, 8, 10]",21315,0.9504878048780488,21628,0.949760743321719
3,3,0.3,1.6353040933609009,0.4851337671279907,1.133657932281494,0.7150678634643555,0.719546377658844,"[7, 10, 7, 10]",20015,0.9535075493612079,20313,0.952815331010453
4,4,0.3,0.816245973110199,0.7747559547424316,0.6540041565895081,0.7974721193313599,0.8099127411842346,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
5,5,0.3,0.582668125629425,0.8256673216819763,0.5862489938735962,0.7973724603652954,0.8100120425224304,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
6,6,0.3,0.4908053576946258,0.851601243019104,0.5155994296073914,0.8382762670516968,0.8419585227966309,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
7,7,0.3,0.4436696767807007,0.8651087284088135,0.662869393825531,0.7730892300605774,0.7823444604873657,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
8,8,0.3,0.4190595746040344,0.8728016018867493,0.5608829259872437,0.8261346220970154,0.8327028155326843,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
9,9,0.3,0.9928647875785828,0.6919553279876709,0.6092923283576965,0.8206608295440674,0.8280254602432251,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
10,10,0.3,0.5576311945915222,0.832240104675293,0.7786377668380737,0.7400478720664978,0.7472135424613953,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
11,11,0.3,0.523216187953949,0.8440892100334167,0.5063920617103577,0.8370820879936218,0.8399683833122253,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
12,12,0.3,0.4233556985855102,0.871762216091156,0.3664435744285583,0.8854500651359558,0.8896297216415405,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
13,13,0.3,0.4935458600521087,0.8620510101318359,0.6511292457580566,0.7799561023712158,0.7859276533126831,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
14,14,0.3,0.4593801498413086,0.8631507754325867,0.4710385501384735,0.8467354774475098,0.8459394574165344,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
15,15,0.3,0.3801439106464386,0.8851491808891296,0.6094546914100647,0.7901076078414917,0.7922970056533813,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
16,16,0.3,0.4423815310001373,0.8733804225921631,0.4555360078811645,0.8544983863830566,0.8572851419448853,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
17,17,0.3,0.3521295189857483,0.8930017948150635,0.4508760571479797,0.8515127301216125,0.8574840426445007,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
18,18,0.3,0.3412156999111175,0.8947404623031616,0.750015139579773,0.7252188920974731,0.7300956845283508,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
19,19,0.3,0.4943952262401581,0.8635305166244507,0.5030847191810608,0.8381764888763428,0.8419585227966309,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
20,20,0.3,0.474389910697937,0.8650484681129456,0.5380259156227112,0.8261346817016602,0.8301154375076294,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
21,21,0.3,0.5407063961029053,0.833798885345459,0.6289358735084534,0.7721935510635376,0.7762738466262817,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
22,22,0.3,0.4159011840820312,0.8717623949050903,0.4513229429721832,0.8524084091186523,0.8544985055923462,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
23,23,0.3,0.3897478282451629,0.8779361248016357,1.0183730125427246,0.669983983039856,0.675656795501709,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
24,24,0.3,0.4511979222297668,0.860053539276123,1.8746455907821653,0.5865843296051025,0.5879776477813721,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
25,25,0.3,0.399523377418518,0.8788555860519409,0.4718744158744812,0.838972806930542,0.8370815515518188,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
26,26,0.3,0.3648102879524231,0.890404224395752,0.3183240890502929,0.9007763862609864,0.902468204498291,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
27,27,0.3,0.3593440651893616,0.8932821750640869,0.3181748986244201,0.9016718864440918,0.9025676846504213,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
28,28,0.3,0.3683287501335144,0.8914433717727661,0.3532487750053406,0.8933120965957642,0.8915210962295532,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
29,29,0.3,0.3537177741527557,0.8947198987007141,0.846565842628479,0.7289014458656311,0.7388535141944885,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
30,30,0.3,0.3455039858818054,0.8981571197509766,0.295608252286911,0.9112260341644288,0.9081408381462096,"[7, 10, 6, 10]",18715,0.9565272938443671,19000,0.9558652729384437
