,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,test_accuracy,ranks,# effective parameters,cr_test,# effective parameters train,cr_train
0,0,0.15,2.1625208854675293,0.3500437438488006,1.6679848432540894,0.4759155809879303,0.4775078594684601,"[12, 31, 165, 10]",237190,0.44903600464576077,265620,0.3829965156794425
1,1,0.15,1.8107391595840452,0.4265501201152801,1.4455500841140747,0.5106489062309265,0.5111464858055115,"[12, 31, 145, 10]",211190,0.5094308943089432,233420,0.4577932636469222
2,2,0.15,0.9209997057914734,0.7201080322265625,2.2190895080566406,0.28194659948349,0.2910032570362091,"[12, 31, 124, 10]",183890,0.5728455284552846,200471,0.5343298490127759
3,3,0.15,0.6234949231147766,0.8137577772140503,0.4794957935810089,0.852408230304718,0.854597806930542,"[12, 31, 105, 10]",159190,0.6302206736353078,171420,0.6018118466898954
4,4,0.15,0.3942676782608032,0.8837302327156067,0.3620040416717529,0.8882364630699158,0.8863456845283508,"[12, 31, 97, 10]",148790,0.6543786295005807,159404,0.6297235772357723
5,5,0.15,0.3271242678165436,0.904530704021454,0.3009128868579864,0.9118229150772096,0.9098329544067384,"[12, 31, 91, 10]",140990,0.6724970963995354,150476,0.6504622531939606
6,6,0.15,0.2912504076957702,0.9139427542686462,0.2844812870025635,0.9150079488754272,0.9143111705780028,"[12, 31, 86, 10]",134490,0.687595818815331,143091,0.667616724738676
7,7,0.15,0.5143253207206726,0.8436292409896851,0.4213458299636841,0.8836585283279419,0.8768908381462097,"[12, 31, 79, 10]",125390,0.7087340301974449,132836,0.691437862950058
8,8,0.15,0.3174299597740173,0.9080475568771362,0.3224557042121887,0.8984872102737427,0.8929139971733093,"[12, 31, 71, 10]",114990,0.7328919860627178,121236,0.7183832752613241
9,9,0.15,0.2598001956939697,0.9232342839241028,0.3651194274425506,0.8884353041648865,0.8796775341033936,"[12, 31, 67, 10]",109790,0.7449709639953542,115484,0.7317444831591173
10,10,0.15,0.2358727604150772,0.9301276206970216,0.2442865073680877,0.9258559942245485,0.92495995759964,"[12, 31, 64, 10]",105890,0.7540301974448316,111191,0.7417166085946574
11,11,0.15,0.240747645497322,0.9295282363891602,0.3555730879306793,0.8784832954406738,0.8791800141334534,"[12, 31, 61, 10]",101990,0.7630894308943089,106916,0.7516469221835076
12,12,0.15,0.2103977799415588,0.9360219836235046,0.2445248365402221,0.9260547161102296,0.9197849035263062,"[12, 31, 58, 10]",98090,0.7721486643437863,102659,0.7615354239256679
13,13,0.15,0.2070218175649643,0.9381006360054016,0.2744826376438141,0.9119228720664978,0.9062499403953552,"[12, 31, 55, 10]",94190,0.7812078977932636,98420,0.7713821138211382
14,14,0.15,0.2027104645967483,0.9393392205238342,0.3272213339805603,0.8945062160491943,0.8861464262008667,"[12, 31, 51, 10]",88990,0.7932868757259002,92796,0.7844459930313589
15,15,0.15,0.2187263369560241,0.9349431991577148,0.2020742297172546,0.93819659948349,0.9356090426445008,"[12, 31, 47, 10]",83790,0.8053658536585366,87204,0.7974355400696864
16,16,0.15,0.2304358035326004,0.9343435168266296,0.1765256375074386,0.9468549489974976,0.943172574043274,"[12, 31, 44, 10]",79890,0.814425087108014,83031,0.8071289198606272
17,17,0.15,0.1859800964593887,0.9444338083267212,0.2034671455621719,0.9378979206085204,0.9343148469924928,"[12, 31, 42, 10]",77290,0.8204645760743322,80259,0.8135679442508711
18,18,0.15,0.1816062033176422,0.9438953995704652,0.1655100435018539,0.9512342214584352,0.9479495882987976,"[12, 31, 40, 10]",74690,0.8265040650406504,77495,0.8199883855981417
19,19,0.15,0.1768929064273834,0.9463931918144226,0.1645439118146896,0.950039803981781,0.9494426250457764,"[12, 31, 37, 10]",70790,0.8355632984901278,73364,0.8295842044134727
20,20,0.15,0.3322055041790008,0.9015344977378844,0.351981908082962,0.8937102556228638,0.8905255794525146,"[12, 31, 35, 10]",68190,0.841602787456446,70620,0.8359581881533101
21,21,0.15,0.2879314720630646,0.9153411984443665,0.2862005829811096,0.9081409573554992,0.9097332954406738,"[12, 31, 30, 10]",61690,0.8567015098722416,63795,0.8518118466898954
22,22,0.15,0.227720245718956,0.9305074214935304,0.2284564822912216,0.9272491335868835,0.927746832370758,"[12, 31, 27, 10]",57790,0.8657607433217189,59724,0.8612682926829268
